Urshifu (Single Strike),72,892,fighting,dark,76.9,55.7,69,295761,5,478,Counter,Brick Break,Close Combat,7,8,20,100000
Carvanha (Shadow),71.9,318,water,dark,101.4,30.6,79,245281,18,499,Bite,Aqua Jet,Poison Fang,20,20,3,50000
Meowth (Shadow),71.9,52,normal,none,66.6,61.1,92,374490,27,500,Bite,Body Slam,Dark Pulse,18,25,3,50000
Roggenrola,71.9,524,rock,none,66.7,65.7,85,372500,16.5,500,Smack Down,Bulldoze,Rock Blast,6,5,3,50000
Farfetch'd,71.7,83,normal,flying,67.8,67.3,80,365398,15.5,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,50000
Growlithe (Shadow),71.7,58,fire,none,74,55.4,82,335874,15,499,Ember,Body Slam,Flamethrower,5,8,3,50000
Hoppip,71.7,187,grass,flying,55.3,83.3,97,447109,38,498,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Pidove (Shadow),71.7,519,normal,flying,66,58.9,97,377261,23,499,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Psyduck (Shadow),71.6,54,water,none,71.1,59.5,83,350807,17,499,Water Gun,Aqua Tail,Cross Chop,12,12,3,50000
Butterfree (Shadow),71.4,12,bug,flying,74,61.9,73,334567,10.5,498,Bug Bite,Bug Buzz,Frustration,20,24,1,10000
Darumaka,71.4,554,fire,none,75.6,48.2,89,324202,13,496,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Pidgeotto,71.4,17,normal,flying,65.7,62,93,378883,16,500,Steel Wing,Aerial Ace,Air Cutter,7,6,1,10000
Sharpedo,71.4,319,water,dark,96.5,38,70,256610,8.5,499,Bite,Crunch,Hydro Pump,23,38,3,50000
Staraptor,71.4,398,normal,flying,82.5,51.3,71,300696,6.5,498,Gust,Brave Bird,Close Combat,5,4,1,10000
Tirtouga (Shadow),71.4,564,water,rock,67,74.2,75,372497,13,499,Water Gun,Ancient Power,Body Slam,15,12,5,75000
Chespin,71.3,650,grass,none,64.6,66.9,89,384562,18,499,Vine Whip,Seed Bomb,Body Slam,6,5,3,10000
Combusken (Shadow),71.3,256,fire,fighting,76.2,57.2,75,326737,11,500,Ember,Flamethrower,Flame Charge,8,8,3,10000
Pignite,71.3,499,fire,fighting,74.8,49.3,90,332344,9.5,499,Ember,Flamethrower,Flame Charge,8,8,3,10000
Primeape (Shadow),71.3,57,fighting,none,81.4,56.7,66,304501,8,500,Counter,Close Combat,Cross Chop,8,6,3,50000
Bastiodon (Shadow),71.2,411,rock,steel,47.2,139.3,80,526519,12.5,499,Iron Tail,Flamethrower,Flash Cannon,8,10,5,75000
Drowzee (Shadow),71.2,96,psychic,none,54.9,85.5,97,455157,19.5,500,Confusion,Frustration,Psybeam,6,5,3,50000
Grookey,71,810,grass,none,71.4,57.2,85,347457,18,498,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Conkeldurr,70.9,534,fighting,none,78.4,52.9,75,311138,5.5,494,Counter,Brutal Swing,Dynamic Punch,6,8,5,75000
Crustle,70.9,558,bug,rock,69.6,76.1,67,354903,7.5,499,Fury Cutter,Rock Blast,Rock Slide,10,12,1,10000
Hitmontop,70.9,237,fighting,none,70.5,85.7,58,350463,8.5,497,Counter,Close Combat,Gyro Ball,8,10,5,75000
Mawile (Shadow),70.9,303,steel,fairy,72.5,70.2,67,341066,11.5,500,Astonish,Frustration,Iron Head,7,5,5,75000
Venomoth (Shadow),70.9,49,bug,poison,73.5,62.7,73,336682,9,499,Bug Bite,Bug Buzz,Frustration,20,24,3,50000
Carvanha,70.7,318,water,dark,101.4,30.6,79,245281,18,499,Bite,Aqua Jet,Poison Fang,20,20,3,50000
Fennekin,70.7,653,fire,none,69.9,67.5,75,353967,19,497,Ember,Psyshock,Flame Charge,6,8,3,10000
Piplup,70.7,393,water,none,66.7,63.2,89,374908,18.5,500,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Poliwhirl,70.7,61,water,none,66.3,67.2,84,374319,13.5,499,Bubble,Bubble Beam,Mud Bomb,4,4,3,50000
Aron (Shadow),70.6,304,steel,rock,65.2,76.6,77,384384,15,500,Metal Claw,Body Slam,Frustration,5,10,1,10000
Beedrill (Shadow),70.6,15,bug,poison,73.5,61.3,74,333275,10,497,Bug Bite,Aerial Ace,Drill Run,14,15,1,10000
Loudred (Shadow),70.6,294,normal,none,70.2,47.3,106,352042,14.5,497,Bite,Disarming Voice,Flamethrower,23,28,1,10000
Mawile,70.6,303,steel,fairy,72.5,70.2,67,341066,11.5,500,Astonish,Iron Head,Play Rough,5,6,5,75000
Numel,70.6,322,fire,ground,70.7,52.9,94,351160,18.5,500,Ember,Stomp,Bulldoze,6,7,3,50000
Purugly,70.6,432,normal,none,73.6,59.6,77,337913,9.5,499,Scratch,Aerial Ace,Play Rough,20,30,3,50000
Totodile (Shadow),70.6,158,water,none,66.6,66.6,83,368659,17,497,Water Gun,Crunch,Aqua Jet,15,14,3,10000
Vigoroth,70.6,288,normal,none,67.4,65.4,83,365941,9.5,498,Counter,Body Slam,Brick Break,6,7,5,75000
Drilbur (Shadow),70.5,529,ground,none,79.5,50,79,313847,14,500,Mud Slap,Dig,Drill Run,5,5,3,50000
Entei,70.5,244,fire,none,73.8,56.9,80,335912,5.5,499,Fire Fang,Fire Blast,Flamethrower,14,10,20,100000
Numel (Shadow),70.5,322,fire,ground,70.7,52.9,94,351160,18.5,500,Ember,Stomp,Bulldoze,6,7,3,50000
Pidgeot (Shadow),70.5,18,normal,flying,68.3,65.9,81,364876,9,500,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Wartortle,70.5,8,water,none,62.6,80.9,78,395251,13,497,Bite,Aqua Jet,Hydro Pump,20,38,3,10000
Houndoom,70.3,229,dark,fire,81,55.2,68,303972,7,496,Fire Fang,Crunch,Fire Blast,8,14,3,50000
Houndoom (Shadow),70.3,229,dark,fire,81,55.2,68,303972,7,496,Fire Fang,Crunch,Fire Blast,8,14,3,50000
Jumpluff (Shadow),70.3,189,grass,flying,55.7,89.7,88,439910,11.5,496,Bullet Seed,Acrobatics,Aerial Ace,5,4,3,50000
Liepard (Shadow),70.3,510,dark,none,81.1,51.1,73,302735,10,498,Charm,Dark Pulse,Frustration,9,12,1,10000
Muk,70.3,89,poison,none,67.7,63.6,85,365992,7,498,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Muk (Shadow),70.3,89,poison,none,67.7,63.6,85,365992,7,498,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Totodile,70.3,158,water,none,66.6,66.6,83,368659,17,497,Water Gun,Crunch,Aqua Jet,15,14,3,10000
Combusken,70.2,256,fire,fighting,76.2,57.2,75,326737,11,500,Ember,Flamethrower,Flame Charge,8,8,3,10000
Thwackey,70.2,811,grass,none,71.8,61.7,78,345581,10,500,Razor Leaf,Energy Ball,Grass Knot,14,13,3,10000
Wailmer (Shadow),70.2,320,water,none,67.9,38.5,140,366407,13,500,Rollout,Body Slam,Scald,3,4,1,10000
Klefki,70.1,707,steel,fairy,68.3,78.9,67,361058,9.5,498,Astonish,Draining Kiss,Flash Cannon,6,7,3,50000
Beedrill,69.9,15,bug,poison,73.5,61.3,74,333275,10,497,Bug Bite,Aerial Ace,Drill Run,14,15,1,10000
Brionne,69.9,729,water,none,72.7,67.6,69,338962,10,498,Charm,Aqua Jet,Disarming Voice,7,8,3,10000
Hippopotas (Shadow),69.9,449,ground,none,64.5,66,90,382913,14,499,Bite,Body Slam,Dig,18,25,3,50000
Vigoroth (Shadow),69.9,288,normal,none,67.4,65.4,83,365941,9.5,498,Counter,Body Slam,Brick Break,6,7,5,75000
Arcanine (Hisuian),69.8,59,fire,rock,76.4,57.8,73,322418,6,499,Fire Fang,Crunch,Flamethrower,8,10,3,50000
Monferno (Shadow),69.8,391,fire,fighting,75.9,54.1,80,328778,12,499,Ember,Flamethrower,Flame Wheel,8,8,3,10000
Primeape,69.8,57,fighting,none,81.4,56.7,66,304501,8,500,Counter,Close Combat,Cross Chop,8,6,3,50000
Registeel,69.8,379,steel,none,55.2,109.9,74,448771,8,499,Lock On,Flash Cannon,Focus Blast,14,15,20,100000
Registeel (Shadow),69.8,379,steel,none,55.2,109.9,74,448771,8,499,Lock On,Flash Cannon,Focus Blast,14,15,20,100000
Shieldon (Shadow),69.8,410,rock,steel,50.7,133.1,72,485668,22.5,499,Iron Tail,Ancient Power,Frustration,7,10,5,75000
Amoonguss,69.6,591,grass,poison,63.5,59.1,104,390726,9,499,Astonish,Foul Play,Grass Knot,4,5,3,50000
Panpour,69.6,515,water,none,66.1,64.3,89,378071,19.5,499,Water Gun,Crunch,Surf,15,15,3,50000
Seedot,69.6,273,grass,none,58.6,69.6,104,424292,38.5,500,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Granbull,69.4,210,fairy,none,78.3,51.8,78,316519,7.5,498,Bite,Close Combat,Crunch,23,23,3,50000
Gyarados,69.4,130,water,flying,76.2,60.9,70,324905,5.5,500,Bite,Aqua Tail,Crunch,18,23,1,10000
Gyarados (Shadow),69.4,130,water,flying,76.2,60.9,70,324905,5.5,500,Bite,Aqua Tail,Crunch,18,23,1,10000
Misdreavus (Shadow),69.4,200,ghost,none,72.2,71,67,343585,10,498,Astonish,Dark Pulse,Frustration,5,7,3,50000
Blastoise,69.2,9,water,none,64.9,80.1,73,379387,7.5,496,Bite,Flash Cannon,Hydro Cannon,35,20,3,10000
Blastoise (Shadow),69.2,9,water,none,64.9,80.1,73,379387,7.5,496,Bite,Flash Cannon,Hydro Cannon,35,20,3,10000
Regidrago,69.2,895,dragon,none,69.1,37.9,137,358847,6.5,499,Bite,Breaking Swipe,Dragon Energy,18,23,20,100000
Snorlax,69.2,143,normal,none,62.6,57.8,110,398058,6,500,Lick,Body Slam,Earthquake,12,22,5,75000
Snorlax (Shadow),69.2,143,normal,none,62.6,57.8,110,398058,6,500,Lick,Body Slam,Earthquake,12,22,5,75000
Butterfree,69.1,12,bug,flying,74,61.9,73,334567,10.5,498,Bug Bite,Bug Buzz,Psychic,20,19,1,10000
Ferroseed,69.1,597,grass,steel,52.6,102.8,86,465621,21,496,Tackle,Iron Head,Flash Cannon,17,24,3,75000
Nidorino,69.1,33,poison,none,69.2,61.4,83,352464,13.5,495,Poison Jab,Dig,Horn Attack,8,5,3,50000
Chimchar (Shadow),69,390,fire,none,70.5,59.1,84,350209,20,497,Ember,Flame Charge,Flamethrower,8,8,3,10000
Dusknoir (Shadow),69,477,ghost,none,69.8,100.6,51,357953,8,499,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Aggron,68.8,306,steel,rock,67.8,88.6,61,366039,6.5,500,Dragon Tail,Heavy Slam,Meteor Beam,6,7,1,10000
Heracross,68.8,214,bug,fighting,79,61.3,65,314868,6,499,Counter,Close Combat,Earthquake,8,11,3,50000
Latios,68.8,381,dragon,psychic,80.4,65,59,308407,5,498,Dragon Breath,Dragon Claw,Luster Purge,12,20,20,100000
Obstagoon,68.8,862,dark,normal,66.7,71.9,78,374262,7,500,Counter,Cross Chop,Gunk Shot,6,13,3,10000
Slowpoke (Galarian),68.8,79,psychic,none,60.9,57.7,117,411314,16,500,Confusion,Psychic,Psyshock,5,4,3,50000
Charmander (Shadow),68.7,4,fire,none,72.3,62.1,77,345812,20,500,Ember,Flame Charge,Flamethrower,8,8,3,10000
Diggersby,68.7,660,normal,ground,55.9,78,102,444733,13,498,Mud Shot,Dig,Earthquake,7,9,1,10000
Mankey,68.7,56,fighting,none,83,51,71,300673,16.5,499,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Shieldon,68.7,410,rock,steel,50.7,133.1,72,485668,22.5,499,Iron Tail,Ancient Power,Heavy Slam,7,8,5,75000
Drilbur,68.5,529,ground,none,79.5,50,79,313847,14,500,Mud Slap,Dig,Drill Run,5,5,3,50000
Larvitar (Shadow),68.5,246,rock,ground,69.5,60.9,85,359911,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Skarmory (Shadow),68.5,227,steel,flying,60.7,95.5,70,405994,9,499,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
Durant,68.4,632,bug,steel,78.9,69.8,57,314191,7,500,Bug Bite,Iron Head,Stone Edge,17,19,3,50000
Lampent,68.4,608,ghost,fire,77.1,56.3,74,321072,11,499,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Nidoqueen,68.4,31,poison,ground,68.5,66.7,80,365497,7.5,500,Bite,Earthquake,Earth Power,33,28,3,50000
Pidgeotto (Shadow),68.4,17,normal,flying,65.7,62,93,378883,16,500,Steel Wing,Aerial Ace,Air Cutter,7,6,1,10000
Bastiodon,68.3,411,rock,steel,47.2,139.3,80,526519,12.5,499,Iron Tail,Flamethrower,Flash Cannon,8,10,5,75000
Hypno (Shadow),68.3,97,psychic,none,59.1,82.3,85,413740,9,494,Confusion,Fire Punch,Focus Blast,4,7,3,50000
Patrat,68.3,504,normal,none,68.8,56.9,93,363669,24.5,500,Bite,Dig,Grass Knot,25,25,1,10000
Slowbro (Galarian),68.3,80,poison,psychic,69.2,62,83,356141,7.5,496,Confusion,Brutal Swing,Focus Blast,3,7,3,50000
Crobat,68.1,169,poison,flying,71.6,66,74,349645,7,500,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Crobat (Shadow),68.1,169,poison,flying,71.6,66,74,349645,7,500,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Drowzee,68.1,96,psychic,none,54.9,85.5,97,455157,19.5,500,Confusion,Psybeam,Psychic,5,5,3,50000
Emboar,68.1,500,fire,fighting,80.5,44.6,86,308890,6.5,499,Ember,Blast Burn,Flame Charge,8,8,3,10000
Meowth,68.1,52,normal,none,66.6,61.1,92,374490,27,500,Bite,Body Slam,Dark Pulse,18,25,3,50000
Seadra (Shadow),68.1,117,water,none,76.7,67.9,62,323089,9,499,Dragon Breath,Aurora Beam,Blizzard,20,25,3,50000
Uxie,68.1,480,psychic,none,58,102.6,71,422357,7.5,495,Confusion,Future Sight,Swift,6,3,20,100000
Lapras,68,131,water,ice,61.1,65.7,101,405226,7,499,Frost Breath,Blizzard,Dragon Pulse,15,12,5,75000
Lapras (Shadow),68,131,water,ice,61.1,65.7,101,405226,7,499,Frost Breath,Blizzard,Dragon Pulse,15,12,5,75000
Liepard,68,510,dark,none,81.1,51.1,73,302735,10,498,Charm,Dark Pulse,Gunk Shot,9,13,1,10000
Pupitar (Shadow),68,247,rock,ground,70.5,61.1,82,353271,11,500,Bite,Ancient Power,Crunch,23,23,5,75000
Staravia,68,397,normal,flying,74.3,55.4,80,329455,14.5,497,Quick Attack,Aerial Ace,Brave Bird,5,7,1,10000
Swanna (Shadow),68,581,water,flying,74.3,57.9,77,331552,9,496,Air Slash,Bubble Beam,Fly,5,5,3,50000
Gothita (Shadow),67.7,574,psychic,none,62.4,77.7,82,398056,21,500,Confusion,Frustration,Psybeam,6,5,3,50000
Ninetales (Shadow),67.7,38,fire,none,67.1,75.6,73,369959,8.5,498,Ember,Fire Blast,Flamethrower,12,8,3,50000
Chimchar,67.6,390,fire,none,70.5,59.1,84,350209,20,497,Ember,Flame Charge,Flamethrower,8,8,3,10000
Machamp,67.6,68,fighting,none,80,55.5,70,310878,6,499,Bullet Punch,Close Combat,Cross Chop,7,5,3,50000
Rillaboom,67.6,812,grass,none,77.1,56,73,315341,5.5,494,Razor Leaf,Earth Power,Energy Ball,14,14,3,10000
Watchog (Shadow),67.6,505,normal,none,73.2,63.2,73,337591,10.5,497,Bite,Crunch,Frustration,23,35,1,10000
Charmander,67.4,4,fire,none,72.3,62.1,77,345812,20,500,Ember,Flame Charge,Flamethrower,8,8,3,10000
Bagon (Shadow),67.3,371,dragon,none,75.9,57.7,75,328422,16,500,Bite,Crunch,Flamethrower,23,28,5,75000
Croconaw (Shadow),67.3,159,water,none,68.2,67.8,78,360849,11,497,Scratch,Crunch,Frustration,23,35,3,10000
Hippopotas,67.3,449,ground,none,64.5,66,90,382913,14,499,Bite,Body Slam,Dig,18,25,3,50000
Swinub (Shadow),67.3,220,ice,ground,65.3,57.1,102,380348,26.5,499,Powder Snow,Body Slam,Frustration,5,9,3,50000
Croagunk,67.2,453,poison,fighting,72.9,53.2,88,341007,20,499,Mud Shot,Brick Break,Low Sweep,5,5,3,50000
Hoppip (Shadow),67.2,187,grass,flying,55.3,83.3,97,447109,38,498,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Monferno,67.2,391,fire,fighting,75.9,54.1,80,328778,12,499,Ember,Flamethrower,Flame Wheel,8,8,3,10000
Purrloin (Shadow),67.2,509,dark,none,69.5,57.4,90,359121,25,499,Scratch,Dark Pulse,Frustration,25,35,1,10000
Cresselia,67,488,psychic,none,55,90.6,91,453411,6.5,500,Confusion,Aurora Beam,Future Sight,5,6,20,100000
Gothitelle (Shadow),67,576,psychic,none,67.5,78.8,69,367239,8,498,Charm,Frustration,Future Sight,12,11,3,50000
Loudred,67,294,normal,none,70.2,47.3,106,352042,14.5,497,Bite,Disarming Voice,Flamethrower,23,28,1,10000
Torchic (Shadow),67,255,fire,none,74.9,56.2,78,328254,17,498,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Bidoof,66.9,399,normal,none,59.9,58.5,119,416894,28.5,499,Tackle,Crunch,Grass Knot,15,17,1,10000
Mudkip,66.9,258,water,none,71.1,59.5,82,346580,17,496,Water Gun,Sludge,Dig,14,17,3,10000
Raboot,66.9,814,fire,none,75.3,57.6,76,329642,10.5,498,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Raticate (Shadow),66.9,20,normal,none,73.1,66,70,337899,11,498,Bite,Dig,Frustration,25,35,1,10000
Swampert,66.9,260,water,ground,71.4,63.4,77,348799,6.5,500,Mud Shot,Earthquake,Hydro Cannon,9,5,3,10000
Swampert,66.9,260,water,ground,71.4,63.4,77,348799,6.5,500,Mud Shot,Earthquake,Hydro Cannon,9,5,3,10000
Donphan,66.8,232,ground,none,73.1,64.4,72,339104,6.5,499,Charm,Body Slam,Earthquake,6,11,3,50000
Articuno,66.6,144,ice,flying,66.1,81.2,70,375511,6.5,500,Frost Breath,Ancient Power,Blizzard,9,15,20,100000
Misdreavus,66.6,200,ghost,none,72.2,71,67,343585,10,498,Astonish,Dark Pulse,Ominous Wind,5,5,3,50000
Charmeleon (Shadow),66.5,5,fire,none,74.3,63.9,71,337002,11.5,500,Ember,Fire Punch,Flamethrower,6,8,3,10000
Darumaka (Galarian),66.5,554,ice,none,75.6,48.2,89,324202,13,496,Ice Fang,Ice Beam,Ice Punch,10,7,3,50000
Growlithe (Hisuian),66.5,58,fire,rock,74.8,52.9,84,332320,14.5,499,Ember,Rock Slide,Crunch,7,7,3,50000
Heatmor,66.5,631,fire,none,78.4,53.3,76,317582,8,499,Fire Spin,Flamethrower,Power-Up Punch,6,4,3,50000
Poliwag,66.5,60,water,none,68.5,62.1,85,362093,23,500,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Amoonguss (Shadow),66.3,591,grass,poison,63.5,59.1,104,390726,9,499,Astonish,Foul Play,Frustration,4,7,3,50000
Darmanitan (Standard),66.3,555,fire,none,86.4,41.4,79,282629,6,496,Fire Fang,Focus Blast,Overheat,13,10,3,50000
Feraligatr,66.3,160,water,none,72.1,68.1,70,343776,6.5,498,Bite,Crunch,Hydro Cannon,23,20,3,10000
Hitmonchan,66.3,107,fighting,none,75,78.8,56,331166,8,499,Bullet Punch,Brick Break,Close Combat,6,7,5,75000
Houndour (Shadow),66.3,228,dark,fire,82.6,50,73,301178,15.5,499,Ember,Crunch,Flamethrower,7,8,3,50000
Marshtomp,66.3,259,water,ground,69.7,63.6,80,354864,10.5,500,Mud Shot,Mud Bomb,Sludge,5,5,3,10000
Piplup (Shadow),66.3,393,water,none,66.7,63.2,89,374908,18.5,500,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Swanna,66.3,581,water,flying,74.3,57.9,77,331552,9,496,Air Slash,Bubble Beam,Fly,5,5,3,50000
Dusknoir,66.2,477,ghost,none,69.8,100.6,51,357953,8,499,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Dusknoir (Shadow),66.2,477,ghost,none,69.8,100.6,51,357953,8,499,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Poliwrath (Shadow),66.2,62,water,fighting,67.8,69.6,78,367919,7.5,500,Bubble,Dynamic Punch,Hydro Pump,5,7,3,50000
Poliwrath,66.2,62,water,fighting,67.8,69.6,78,367919,7.5,500,Bubble,Dynamic Punch,Hydro Pump,5,7,3,50000
Glalie (Shadow),66.1,362,ice,none,67.1,68.3,81,371510,9,500,Frost Breath,Avalanche,Frustration,9,14,3,50000
Salamence,66.1,373,dragon,flying,84.2,52.2,67,294638,5,498,Bite,Draco Meteor,Fire Blast,33,40,5,75000
Samurott,66.1,503,water,none,75.1,57.7,76,329483,6.5,500,Fury Cutter,Blizzard,Hydro Cannon,19,10,3,10000
Starly (Shadow),66.1,396,normal,flying,72.9,50.2,92,336663,26.5,497,Quick Attack,Aerial Ace,Brave Bird,5,7,1,10000
Golurk,65.9,623,ground,ghost,77.8,56,73,318251,6.5,500,Astonish,Dynamic Punch,Earth Power,5,6,5,75000
Gothorita (Shadow),65.9,575,psychic,none,65.3,75.4,77,379037,12,498,Confusion,Frustration,Future Sight,6,6,3,50000
Grotle (Shadow),65.9,388,grass,none,68.4,65.5,81,363066,10,500,Bite,Body Slam,Energy Ball,18,28,3,10000
Quilava (Shadow),65.9,156,fire,none,74.3,63.9,71,337002,11.5,500,Ember,Dig,Flamethrower,8,8,3,10000
Walrein,65.9,365,ice,water,65,66.7,88,381249,7,499,Frost Breath,Blizzard,Earthquake,15,13,3,50000
Arcanine,65.8,59,fire,none,77.4,58.1,71,319302,6,498,Bite,Bulldoze,Crunch,23,23,3,50000
Arcanine (Shadow),65.8,59,fire,none,77.4,58.1,71,319302,6,498,Bite,Bulldoze,Crunch,23,23,3,50000
Larvitar,65.8,246,rock,ground,69.5,60.9,85,359911,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Taillow (Shadow),65.8,276,normal,flying,74.9,49.9,89,332670,25.5,499,Peck,Aerial Ace,Frustration,8,14,1,10000
Torchic,65.8,255,fire,none,74.9,56.2,78,328254,17,498,Ember,Rock Tomb,Flame Charge,8,8,3,10000
Charmeleon,65.7,5,fire,none,74.3,63.9,71,337002,11.5,500,Ember,Fire Punch,Flamethrower,6,8,3,10000
Hypno,65.7,97,psychic,none,59.1,82.3,85,413740,9,494,Confusion,Fire Punch,Focus Blast,4,7,3,50000
Linoone (Galarian),65.7,264,dark,normal,66.1,62.1,91,373617,11.5,497,Lick,Body Slam,Dig,12,17,1,10000
Scorbunny,65.7,813,fire,none,77.1,50.7,83,324317,17,500,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Skarmory,65.7,227,steel,flying,60.7,95.5,70,405994,9,499,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
Snivy (Shadow),65.7,495,grass,none,60.2,75.8,91,415239,23.5,500,Vine Whip,Seed Bomb,Wrap,6,6,3,10000
Gible,65.5,443,dragon,ground,70.5,54,91,346301,17,495,Mud Shot,Body Slam,Dig,5,7,5,75000
Tentacruel,65.5,73,water,poison,63.8,80.3,76,389300,8,498,Acid,Acid Spray,Blizzard,6,10,3,50000
Tranquill (Shadow),65.5,520,normal,flying,71.8,58.3,82,343014,13,497,Air Slash,Aerial Ace,Frustration,5,8,1,10000
Aerodactyl,65.4,142,rock,flying,79.3,57.6,69,315166,7,500,Bite,Ancient Power,Earth Power,23,28,5,75000
Amaura (Shadow),65.4,698,rock,ice,64.5,62,96,383687,14,499,Frost Breath,Ancient Power,Aurora Beam,9,12,5,75000
Metagross,65.4,376,steel,psychic,78.1,70.5,58,319397,5,499,Bullet Punch,Earthquake,Flash Cannon,10,10,5,75000
Pupitar,65.4,247,rock,ground,70.5,61.1,82,353271,11,500,Bite,Ancient Power,Crunch,23,23,5,75000
Simisear,65.4,514,fire,none,78.8,54.4,73,312981,8,498,Bite,Crunch,Fire Blast,23,40,3,50000
Slowbro,65.4,80,water,psychic,66,68.9,83,377066,7.5,498,Confusion,Ice Beam,Psychic,5,5,3,50000
Torkoal,65.4,324,fire,none,62.3,85.9,74,396255,9,498,Ember,Earthquake,Overheat,10,8,3,50000
Torracat,65.4,726,fire,none,79.3,50.5,78,312515,11,499,Bite,Crunch,Flamethrower,23,28,3,10000
Tyrantrum,65.4,697,rock,dragon,76.1,66.1,65,327172,6,499,Charm,Crunch,Earthquake,8,11,5,75000
Bidoof (Shadow),65.2,399,normal,none,59.9,58.5,119,416894,28.5,499,Tackle,Crunch,Frustration,15,24,1,10000
Exeggcute (Shadow),65.2,102,grass,psychic,61.1,76,88,408941,17,500,Confusion,Seed Bomb,Ancient Power,4,4,3,50000
Houndour,65.1,228,dark,fire,82.6,50,73,301178,15.5,499,Ember,Crunch,Flamethrower,7,8,3,50000
Incineroar,65.1,727,fire,dark,73.1,61.1,76,339300,6.5,500,Double Kick,Blast Burn,Blaze Kick,5,4,3,10000
Regice,65.1,378,ice,none,61.3,102.1,65,407025,6,500,Frost Breath,Blizzard,Earthquake,15,13,20,100000
Ekans,65,23,poison,none,70.5,66.9,75,353746,20,500,Acid,Gunk Shot,Poison Fang,10,5,3,50000
Hariyama,65,297,fighting,none,73.1,43.3,106,335425,6.5,495,Bullet Punch,Close Combat,Dynamic Punch,7,7,3,50000
Simipour,65,516,water,none,78.8,54.4,73,312981,8,498,Bite,Crunch,Hydro Pump,23,38,3,50000
Slowking,65,199,water,psychic,66,68.9,83,377066,7.5,498,Confusion,Blizzard,Fire Blast,7,7,3,50000
Sobble,65,816,water,none,77.1,50.7,83,324317,17,500,Water Gun,Surf,Water Pulse,15,19,3,10000
Hitmonchan (Shadow),64.8,107,fighting,none,75,78.8,56,331166,8,499,Bullet Punch,Brick Break,Close Combat,6,7,5,75000
Infernape,64.8,392,fire,fighting,80.3,56.2,69,311589,7,500,Fire Spin,Blast Burn,Close Combat,5,5,3,10000
Lairon (Shadow),64.8,305,steel,rock,65.5,85.1,67,373661,9,495,Iron Tail,Body Slam,Frustration,5,10,1,10000
Watchog,64.8,505,normal,none,73.2,63.2,73,337591,10.5,497,Bite,Crunch,Grass Knot,23,25,1,10000
Litten,64.7,725,fire,none,76.9,54.2,78,324649,19,499,Ember,Crunch,Flame Charge,7,8,3,10000
Ninetales,64.7,38,fire,none,67.1,75.6,73,369959,8.5,498,Ember,Fire Blast,Flamethrower,12,8,3,50000
Shuppet (Shadow),64.7,353,ghost,none,82.7,45.3,80,300139,18,499,Astonish,Frustration,Night Shade,7,5,3,50000
Braixen,64.6,654,fire,none,75.8,61.5,70,326026,10.5,497,Ember,Flamethrower,Flame Charge,8,8,3,10000
Ferroseed (Shadow),64.6,597,grass,steel,52.6,102.8,86,465621,21,496,Tackle,Iron Head,Flash Cannon,17,24,3,75000
Gothita,64.6,574,psychic,none,62.4,77.7,82,398056,21,500,Confusion,Psybeam,Psychic,5,5,3,50000
Seadra,64.6,117,water,none,76.7,67.9,62,323089,9,499,Dragon Breath,Aurora Beam,Blizzard,20,25,3,50000
Hippowdon,64.4,450,ground,none,68.7,65.8,80,361830,6,500,Bite,Body Slam,Earthquake,18,33,3,50000
Poliwhirl (Shadow),64.4,61,water,none,66.3,67.2,84,374319,13.5,499,Bubble,Bubble Beam,Frustration,4,7,3,50000
Bagon,64.3,371,dragon,none,75.9,57.7,75,328422,16,500,Bite,Crunch,Flamethrower,23,28,5,75000
Luxio (Shadow),64.3,404,electric,none,77.9,51.5,79,316986,12.5,498,Bite,Crunch,Frustration,23,35,5,75000
Moltres,64.3,146,fire,flying,79,59.4,67,314125,5.5,500,Fire Spin,Ancient Power,Fire Blast,5,8,20,100000
